Timeout (ms),Bio IK,Exploitative Fusion IK,Exploitative Iterative Fusion IK,Fusion IK,Iterative Fusion IK,Minimal Fusion IK
314,99.08%,98.76%,97.52%,98.86%,98.78%,99.22%,,
315,99.08%,98.76%,97.52%,98.86%,98.78%,99.22%,,
316,99.08%,98.76%,97.52%,98.86%,98.82%,99.24%,,
317,99.1%,98.76%,97.52%,98.86%,98.82%,99.24%,,
318,99.1%,98.76%,97.54%,98.86%,98.83999999999999%,99.24%,,
319,99.11999999999999%,98.76%,97.58%,98.86%,98.83999999999999%,99.24%,,
320,99.11999999999999%,98.76%,97.58%,98.86%,98.83999999999999%,99.24%,,
321,99.14%,98.76%,97.6%,98.86%,98.83999999999999%,99.24%,,
322,99.14%,98.76%,97.6%,98.86%,98.86%,99.24%,,
323,99.16%,98.76%,97.6%,98.86%,98.88%,99.24%,,
324,99.16%,98.76%,97.64%,98.86%,98.88%,99.24%,,
325,99.16%,98.78%,97.64%,98.86%,98.88%,99.24%,,
326,99.16%,98.78%,97.66%,98.9%,98.88%,99.24%,,
327,99.16%,98.78%,97.66%,98.9%,98.88%,99.24%,,
328,99.16%,98.78%,97.66%,98.9%,98.88%,99.24%,,
329,99.16%,98.78%,97.66%,98.9%,98.9%,99.24%,,
330,99.16%,98.78%,97.68%,98.92%,98.92%,99.24%,,
331,99.16%,98.8%,97.68%,98.92%,98.92%,99.24%,,
332,99.16%,98.8%,97.7%,98.94%,98.92%,99.24%,,
333,99.16%,98.8%,97.72%,98.94%,98.92%,99.24%,,
334,99.16%,98.8%,97.72%,98.94%,98.92%,99.24%,,
335,99.16%,98.8%,97.72%,98.94%,98.92%,99.26%,,
336,99.16%,98.8%,97.72%,98.96000000000001%,98.94%,99.28%,,
337,99.16%,98.82%,97.72%,98.96000000000001%,98.96000000000001%,99.3%,,
338,99.16%,98.82%,97.72%,98.96000000000001%,98.96000000000001%,99.32%,,
339,99.16%,98.82%,97.74000000000001%,98.96000000000001%,98.96000000000001%,99.32%,,
340,99.16%,98.82%,97.74000000000001%,98.96000000000001%,98.96000000000001%,99.32%,,
341,99.16%,98.82%,97.74000000000001%,98.98%,98.96000000000001%,99.32%,,
342,99.16%,98.82%,97.74000000000001%,98.98%,98.96000000000001%,99.32%,,
343,99.16%,98.82%,97.74000000000001%,98.98%,98.96000000000001%,99.33999999999999%,,
344,99.18%,98.82%,97.74000000000001%,98.98%,98.98%,99.33999999999999%,,
345,99.18%,98.82%,97.76%,98.98%,99.02%,99.33999999999999%,,
346,99.18%,98.82%,97.76%,98.98%,99.02%,99.33999999999999%,,
347,99.18%,98.82%,97.76%,98.98%,99.03999999999999%,99.33999999999999%,,
348,99.18%,98.83999999999999%,97.76%,98.98%,99.06%,99.33999999999999%,,
349,99.18%,98.83999999999999%,97.78%,98.98%,99.06%,99.33999999999999%,,
350,99.18%,98.83999999999999%,97.8%,98.98%,99.06%,99.33999999999999%,,
351,99.18%,98.83999999999999%,97.8%,98.98%,99.06%,99.33999999999999%,,
352,99.18%,98.83999999999999%,97.82%,98.98%,99.06%,99.33999999999999%,,
353,99.2%,98.83999999999999%,97.82%,98.98%,99.06%,99.33999999999999%,,
354,99.2%,98.83999999999999%,97.82%,98.98%,99.06%,99.33999999999999%,,
355,99.2%,98.83999999999999%,97.82%,98.98%,99.06%,99.33999999999999%,,
356,99.2%,98.83999999999999%,97.82%,98.98%,99.06%,99.33999999999999%,,
357,99.2%,98.86%,97.84%,99.0%,99.06%,99.33999999999999%,,
358,99.2%,98.86%,97.84%,99.0%,99.06%,99.33999999999999%,,
359,99.2%,98.88%,97.86%,99.0%,99.06%,99.36%,,
360,99.2%,98.88%,97.86%,99.0%,99.06%,99.36%,,
361,99.2%,98.88%,97.86%,99.0%,99.06%,99.36%,,
362,99.2%,98.88%,97.92%,99.0%,99.06%,99.36%,,
363,99.22%,98.88%,97.92%,99.0%,99.06%,99.36%,,
364,99.22%,98.9%,97.92%,99.0%,99.06%,99.36%,,
365,99.22%,98.92%,97.96000000000001%,99.0%,99.06%,99.36%,,
366,99.22%,98.92%,97.96000000000001%,99.0%,99.06%,99.38%,,
367,99.24%,98.92%,97.96000000000001%,99.0%,99.06%,99.4%,,
368,99.24%,98.92%,97.96000000000001%,99.0%,99.08%,99.4%,,
369,99.24%,98.92%,97.96000000000001%,99.0%,99.08%,99.4%,,
370,99.24%,98.92%,97.96000000000001%,99.0%,99.08%,99.4%,,
371,99.26%,98.92%,97.96000000000001%,99.0%,99.08%,99.4%,,
372,99.26%,98.94%,97.96000000000001%,99.02%,99.08%,99.4%,,
373,99.26%,98.94%,97.96000000000001%,99.02%,99.08%,99.4%,,
374,99.26%,98.94%,97.96000000000001%,99.02%,99.1%,99.42%,,
375,99.26%,98.94%,97.96000000000001%,99.02%,99.1%,99.42%,,
376,99.26%,98.94%,97.98%,99.02%,99.1%,99.42%,,
377,99.26%,98.94%,97.98%,99.02%,99.1%,99.42%,,
378,99.26%,98.94%,97.98%,99.03999999999999%,99.1%,99.42%,,
379,99.26%,98.94%,98.0%,99.03999999999999%,99.1%,99.42%,,
380,99.26%,98.94%,98.02%,99.06%,99.11999999999999%,99.42%,,
381,99.26%,98.94%,98.02%,99.06%,99.11999999999999%,99.42%,,
382,99.26%,98.96000000000001%,98.02%,99.06%,99.14%,99.42%,,
383,99.28%,98.96000000000001%,98.02%,99.06%,99.14%,99.42%,,
384,99.28%,98.96000000000001%,98.02%,99.06%,99.16%,99.42%,,
385,99.28%,98.96000000000001%,98.02%,99.06%,99.16%,99.42%,,
386,99.28%,98.96000000000001%,98.02%,99.06%,99.16%,99.42%,,
387,99.28%,98.96000000000001%,98.02%,99.06%,99.16%,99.42%,,
388,99.28%,98.96000000000001%,98.04%,99.06%,99.16%,99.42%,,
389,99.28%,98.96000000000001%,98.04%,99.06%,99.16%,99.42%,,
390,99.28%,98.98%,98.04%,99.06%,99.16%,99.42%,,
391,99.28%,98.98%,98.04%,99.08%,99.16%,99.42%,,
392,99.28%,98.98%,98.06%,99.08%,99.16%,99.44%,,
393,99.28%,99.0%,98.06%,99.1%,99.16%,99.44%,,
394,99.28%,99.0%,98.06%,99.1%,99.16%,99.44%,,
395,99.28%,99.0%,98.06%,99.11999999999999%,99.16%,99.44%,,
396,99.28%,99.0%,98.06%,99.11999999999999%,99.16%,99.46000000000001%,,
397,99.3%,99.0%,98.06%,99.11999999999999%,99.16%,99.46000000000001%,,
398,99.3%,99.0%,98.06%,99.11999999999999%,99.16%,99.46000000000001%,,
399,99.3%,99.0%,98.06%,99.11999999999999%,99.16%,99.46000000000001%,,
400,99.3%,99.0%,98.08%,99.11999999999999%,99.16%,99.46000000000001%,,
401,99.3%,99.0%,98.08%,99.14%,99.16%,99.46000000000001%,,
402,99.3%,99.0%,98.08%,99.14%,99.16%,99.46000000000001%,,
403,99.3%,99.0%,98.1%,99.14%,99.16%,99.46000000000001%,,
404,99.3%,99.0%,98.1%,99.14%,99.16%,99.46000000000001%,,
405,99.3%,99.02%,98.1%,99.14%,99.16%,99.46000000000001%,,
406,99.3%,99.02%,98.1%,99.14%,99.16%,99.46000000000001%,,
407,99.3%,99.02%,98.11999999999999%,99.14%,99.16%,99.46000000000001%,,
408,99.3%,99.02%,98.14%,99.14%,99.16%,99.46000000000001%,,
409,99.3%,99.02%,98.14%,99.14%,99.16%,99.46000000000001%,,
410,99.3%,99.02%,98.14%,99.14%,99.16%,99.46000000000001%,,
411,99.3%,99.02%,98.14%,99.14%,99.16%,99.46000000000001%,,
412,99.3%,99.02%,98.14%,99.14%,99.16%,99.46000000000001%,,
413,99.3%,99.02%,98.14%,99.14%,99.16%,99.46000000000001%,,
414,99.32%,99.02%,98.14%,99.14%,99.16%,99.46000000000001%,,
415,99.33999999999999%,99.02%,98.14%,99.14%,99.18%,99.46000000000001%,,
416,99.33999999999999%,99.02%,98.14%,99.14%,99.18%,99.46000000000001%,,
417,99.33999999999999%,99.02%,98.16%,99.14%,99.2%,99.46000000000001%,,
418,99.33999999999999%,99.02%,98.16%,99.14%,99.2%,99.46000000000001%,,
419,99.33999999999999%,99.02%,98.16%,99.14%,99.22%,99.48%,,
420,99.36%,99.02%,98.16%,99.14%,99.22%,99.48%,,
421,99.36%,99.02%,98.16%,99.14%,99.22%,99.48%,,
422,99.36%,99.02%,98.18%,99.14%,99.22%,99.48%,,
423,99.36%,99.02%,98.18%,99.14%,99.22%,99.5%,,
424,99.36%,99.02%,98.18%,99.14%,99.22%,99.5%,,
425,99.36%,99.02%,98.18%,99.14%,99.22%,99.5%,,
426,99.36%,99.02%,98.18%,99.14%,99.22%,99.5%,,
427,99.36%,99.02%,98.2%,99.14%,99.22%,99.5%,,
428,99.36%,99.02%,98.2%,99.14%,99.22%,99.5%,,
429,99.36%,99.02%,98.2%,99.14%,99.22%,99.5%,,
430,99.36%,99.02%,98.22%,99.14%,99.22%,99.5%,,
431,99.36%,99.02%,98.26%,99.14%,99.22%,99.5%,,
432,99.36%,99.02%,98.26%,99.14%,99.22%,99.5%,,
433,99.36%,99.02%,98.28%,99.14%,99.22%,99.5%,,
434,99.36%,99.02%,98.32%,99.14%,99.22%,99.5%,,
435,99.36%,99.03999999999999%,98.32%,99.14%,99.22%,99.5%,,
436,99.36%,99.06%,98.32%,99.14%,99.22%,99.5%,,
437,99.36%,99.06%,98.32%,99.14%,99.22%,99.5%,,
438,99.36%,99.06%,98.34%,99.14%,99.22%,99.5%,,
439,99.36%,99.06%,98.34%,99.16%,99.22%,99.5%,,
440,99.38%,99.06%,98.34%,99.16%,99.22%,99.5%,,
441,99.38%,99.08%,98.34%,99.16%,99.22%,99.5%,,
442,99.38%,99.08%,98.36%,99.18%,99.24%,99.5%,,
443,99.38%,99.08%,98.36%,99.18%,99.24%,99.5%,,
444,99.38%,99.1%,98.36%,99.18%,99.24%,99.5%,,
445,99.38%,99.1%,98.36%,99.18%,99.24%,99.5%,,
446,99.38%,99.1%,98.36%,99.18%,99.28%,99.5%,,
447,99.38%,99.1%,98.36%,99.2%,99.28%,99.5%,,
448,99.38%,99.1%,98.36%,99.2%,99.28%,99.5%,,
449,99.38%,99.1%,98.36%,99.22%,99.28%,99.5%,,
450,99.38%,99.1%,98.36%,99.22%,99.28%,99.5%,,
451,99.38%,99.1%,98.36%,99.22%,99.28%,99.5%,,
452,99.38%,99.1%,98.36%,99.22%,99.28%,99.5%,,
453,99.38%,99.1%,98.36%,99.24%,99.28%,99.5%,,
454,99.38%,99.1%,98.36%,99.24%,99.28%,99.5%,,
455,99.38%,99.1%,98.36%,99.24%,99.28%,99.52%,,
456,99.38%,99.1%,98.36%,99.26%,99.28%,99.52%,,
457,99.38%,99.1%,98.36%,99.26%,99.28%,99.52%,,
458,99.38%,99.1%,98.36%,99.26%,99.28%,99.53999999999999%,,
459,99.4%,99.1%,98.38%,99.26%,99.28%,99.53999999999999%,,
460,99.4%,99.1%,98.38%,99.26%,99.28%,99.53999999999999%,,
461,99.4%,99.1%,98.38%,99.26%,99.28%,99.53999999999999%,,
462,99.4%,99.1%,98.38%,99.26%,99.28%,99.56%,,
463,99.4%,99.1%,98.4%,99.26%,99.28%,99.56%,,
464,99.4%,99.1%,98.4%,99.26%,99.28%,99.56%,,
465,99.4%,99.1%,98.42%,99.26%,99.28%,99.56%,,
466,99.4%,99.1%,98.42%,99.26%,99.28%,99.56%,,
467,99.42%,99.1%,98.44000000000001%,99.26%,99.28%,99.58%,,
468,99.42%,99.1%,98.44000000000001%,99.26%,99.3%,99.58%,,
469,99.42%,99.1%,98.44000000000001%,99.26%,99.3%,99.58%,,
470,99.42%,99.1%,98.44000000000001%,99.26%,99.3%,99.58%,,
471,99.42%,99.1%,98.44000000000001%,99.26%,99.3%,99.58%,,
472,99.42%,99.1%,98.48%,99.26%,99.3%,99.58%,,
473,99.42%,99.1%,98.5%,99.26%,99.3%,99.58%,,
474,99.42%,99.1%,98.5%,99.26%,99.3%,99.58%,,
475,99.42%,99.1%,98.52%,99.26%,99.32%,99.58%,,
476,99.42%,99.11999999999999%,98.52%,99.26%,99.32%,99.58%,,
477,99.42%,99.11999999999999%,98.52%,99.26%,99.32%,99.58%,,
478,99.42%,99.14%,98.52%,99.26%,99.32%,99.58%,,
479,99.42%,99.14%,98.52%,99.26%,99.32%,99.58%,,
480,99.42%,99.14%,98.52%,99.26%,99.32%,99.58%,,
481,99.42%,99.16%,98.52%,99.26%,99.32%,99.58%,,
482,99.44%,99.16%,98.52%,99.28%,99.32%,99.58%,,
483,99.44%,99.16%,98.52%,99.28%,99.32%,99.58%,,
484,99.44%,99.18%,98.52%,99.28%,99.32%,99.58%,,
485,99.44%,99.18%,98.52%,99.28%,99.32%,99.58%,,
486,99.44%,99.2%,98.52%,99.28%,99.32%,99.58%,,
487,99.44%,99.2%,98.52%,99.28%,99.32%,99.58%,,
488,99.44%,99.2%,98.52%,99.28%,99.32%,99.58%,,
489,99.44%,99.2%,98.52%,99.28%,99.32%,99.58%,,
490,99.44%,99.2%,98.52%,99.3%,99.32%,99.58%,,
491,99.44%,99.2%,98.54%,99.3%,99.32%,99.58%,,
492,99.44%,99.2%,98.56%,99.3%,99.32%,99.58%,,
493,99.44%,99.2%,98.56%,99.3%,99.32%,99.58%,,
494,99.44%,99.2%,98.56%,99.3%,99.32%,99.58%,,
495,99.44%,99.2%,98.56%,99.3%,99.32%,99.58%,,
496,99.44%,99.2%,98.56%,99.3%,99.32%,99.58%,,
497,99.44%,99.2%,98.56%,99.3%,99.32%,99.58%,,
498,99.44%,99.2%,98.56%,99.32%,99.32%,99.58%,,
499,99.44%,99.2%,98.56%,99.32%,99.32%,99.58%,,
500,99.44%,99.2%,98.56%,99.32%,99.32%,99.58%,,
501,99.44%,99.2%,98.56%,99.32%,99.32%,99.58%,,
502,99.44%,99.2%,98.56%,99.32%,99.32%,99.58%,,
503,99.44%,99.2%,98.58%,99.32%,99.32%,99.58%,,
504,99.44%,99.2%,98.58%,99.32%,99.32%,99.58%,,
505,99.44%,99.2%,98.58%,99.32%,99.32%,99.58%,,
506,99.44%,99.2%,98.61999999999999%,99.32%,99.32%,99.58%,,
507,99.44%,99.22%,98.61999999999999%,99.32%,99.32%,99.58%,,
508,99.44%,99.22%,98.61999999999999%,99.32%,99.32%,99.58%,,
509,99.44%,99.22%,98.61999999999999%,99.32%,99.32%,99.58%,,
510,99.44%,99.22%,98.61999999999999%,99.32%,99.32%,99.58%,,
511,99.46000000000001%,99.22%,98.61999999999999%,99.32%,99.32%,99.58%,,
512,99.46000000000001%,99.22%,98.61999999999999%,99.32%,99.32%,99.58%,,
513,99.46000000000001%,99.22%,98.64%,99.32%,99.32%,99.58%,,
514,99.46000000000001%,99.22%,98.64%,99.32%,99.32%,99.58%,,
515,99.46000000000001%,99.22%,98.64%,99.32%,99.32%,99.58%,,
516,99.46000000000001%,99.22%,98.66%,99.32%,99.32%,99.58%,,
517,99.48%,99.22%,98.68%,99.32%,99.32%,99.58%,,
518,99.48%,99.22%,98.68%,99.32%,99.32%,99.58%,,
519,99.48%,99.22%,98.68%,99.32%,99.32%,99.58%,,
520,99.48%,99.22%,98.68%,99.32%,99.32%,99.58%,,
521,99.48%,99.22%,98.68%,99.32%,99.32%,99.58%,,
522,99.48%,99.22%,98.7%,99.32%,99.32%,99.58%,,
523,99.48%,99.22%,98.7%,99.32%,99.32%,99.58%,,
524,99.48%,99.22%,98.7%,99.32%,99.32%,99.58%,,
525,99.48%,99.22%,98.7%,99.32%,99.32%,99.58%,,
526,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
527,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
528,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
529,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
530,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
531,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
532,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
533,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
534,99.48%,99.22%,98.7%,99.32%,99.36%,99.58%,,
535,99.5%,99.22%,98.7%,99.32%,99.36%,99.58%,,
536,99.5%,99.22%,98.7%,99.32%,99.36%,99.58%,,
537,99.5%,99.24%,98.7%,99.32%,99.36%,99.58%,,
538,99.5%,99.24%,98.7%,99.32%,99.36%,99.58%,,
539,99.5%,99.24%,98.7%,99.32%,99.36%,99.58%,,
540,99.5%,99.24%,98.7%,99.32%,99.36%,99.58%,,
541,99.5%,99.24%,98.72%,99.32%,99.36%,99.58%,,
542,99.5%,99.24%,98.72%,99.32%,99.36%,99.58%,,
543,99.5%,99.24%,98.72%,99.32%,99.36%,99.58%,,
544,99.5%,99.24%,98.72%,99.32%,99.36%,99.58%,,
545,99.5%,99.24%,98.72%,99.32%,99.36%,99.58%,,
546,99.5%,99.24%,98.72%,99.32%,99.36%,99.6%,,
547,99.5%,99.24%,98.72%,99.32%,99.36%,99.6%,,
548,99.5%,99.24%,98.72%,99.32%,99.36%,99.6%,,
549,99.5%,99.26%,98.72%,99.33999999999999%,99.36%,99.6%,,
550,99.5%,99.26%,98.72%,99.33999999999999%,99.36%,99.6%,,
551,99.5%,99.26%,98.72%,99.33999999999999%,99.36%,99.6%,,
552,99.5%,99.28%,98.72%,99.33999999999999%,99.36%,99.6%,,
553,99.5%,99.28%,98.72%,99.33999999999999%,99.36%,99.6%,,
554,99.5%,99.28%,98.72%,99.36%,99.36%,99.6%,,
555,99.5%,99.28%,98.72%,99.36%,99.36%,99.6%,,
556,99.5%,99.28%,98.72%,99.38%,99.36%,99.6%,,
557,99.5%,99.28%,98.74000000000001%,99.38%,99.36%,99.6%,,
558,99.5%,99.3%,98.76%,99.38%,99.36%,99.6%,,
559,99.5%,99.32%,98.76%,99.38%,99.36%,99.6%,,
560,99.5%,99.32%,98.76%,99.38%,99.36%,99.6%,,
561,99.5%,99.32%,98.78%,99.38%,99.36%,99.6%,,
562,99.5%,99.33999999999999%,98.78%,99.38%,99.36%,99.6%,,
563,99.5%,99.33999999999999%,98.78%,99.38%,99.38%,99.6%,,
564,99.5%,99.33999999999999%,98.8%,99.38%,99.38%,99.62%,,
565,99.5%,99.33999999999999%,98.8%,99.38%,99.38%,99.62%,,
566,99.5%,99.33999999999999%,98.8%,99.38%,99.38%,99.62%,,
567,99.5%,99.33999999999999%,98.8%,99.38%,99.38%,99.62%,,
568,99.5%,99.33999999999999%,98.8%,99.38%,99.38%,99.62%,,
569,99.5%,99.33999999999999%,98.8%,99.38%,99.38%,99.62%,,
570,99.5%,99.33999999999999%,98.8%,99.38%,99.38%,99.62%,,
571,99.5%,99.33999999999999%,98.82%,99.38%,99.38%,99.62%,,
572,99.5%,99.33999999999999%,98.82%,99.4%,99.38%,99.62%,,
573,99.5%,99.33999999999999%,98.82%,99.4%,99.38%,99.62%,,
574,99.5%,99.33999999999999%,98.83999999999999%,99.4%,99.4%,99.62%,,
575,99.5%,99.33999999999999%,98.83999999999999%,99.4%,99.4%,99.62%,,
576,99.5%,99.33999999999999%,98.83999999999999%,99.42%,99.4%,99.62%,,
577,99.5%,99.33999999999999%,98.83999999999999%,99.42%,99.4%,99.62%,,
578,99.5%,99.33999999999999%,98.83999999999999%,99.42%,99.4%,99.62%,,
579,99.5%,99.33999999999999%,98.83999999999999%,99.42%,99.4%,99.62%,,
580,99.5%,99.33999999999999%,98.86%,99.42%,99.4%,99.64%,,
581,99.5%,99.33999999999999%,98.86%,99.42%,99.4%,99.64%,,
582,99.52%,99.33999999999999%,98.86%,99.42%,99.4%,99.64%,,
583,99.52%,99.33999999999999%,98.86%,99.42%,99.4%,99.64%,,
584,99.52%,99.33999999999999%,98.88%,99.42%,99.4%,99.64%,,
585,99.53999999999999%,99.33999999999999%,98.88%,99.42%,99.4%,99.64%,,
586,99.53999999999999%,99.33999999999999%,98.88%,99.42%,99.4%,99.64%,,
587,99.53999999999999%,99.33999999999999%,98.88%,99.42%,99.4%,99.64%,,
588,99.53999999999999%,99.33999999999999%,98.88%,99.44%,99.4%,99.64%,,
589,99.56%,99.33999999999999%,98.88%,99.44%,99.4%,99.64%,,
590,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
591,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
592,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
593,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
594,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
595,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
596,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
597,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
598,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
599,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
600,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
601,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.64%,,
602,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.66000000000001%,,
603,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.66000000000001%,,
604,99.56%,99.33999999999999%,98.9%,99.44%,99.4%,99.66000000000001%,,
605,99.56%,99.36%,98.9%,99.44%,99.4%,99.66000000000001%,,
606,99.56%,99.36%,98.9%,99.44%,99.4%,99.66000000000001%,,
607,99.56%,99.36%,98.9%,99.44%,99.4%,99.66000000000001%,,
608,99.56%,99.36%,98.92%,99.44%,99.4%,99.66000000000001%,,
609,99.56%,99.36%,98.92%,99.44%,99.4%,99.66000000000001%,,
610,99.56%,99.36%,98.92%,99.44%,99.4%,99.66000000000001%,,
611,99.56%,99.36%,98.92%,99.44%,99.4%,99.66000000000001%,,
612,99.56%,99.36%,98.92%,99.44%,99.4%,99.66000000000001%,,
613,99.56%,99.36%,98.94%,99.44%,99.4%,99.66000000000001%,,
614,99.56%,99.36%,98.96000000000001%,99.44%,99.4%,99.66000000000001%,,
615,99.56%,99.36%,98.98%,99.44%,99.4%,99.66000000000001%,,
616,99.56%,99.36%,98.98%,99.44%,99.4%,99.66000000000001%,,
617,99.56%,99.36%,98.98%,99.44%,99.4%,99.66000000000001%,,
618,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
619,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
620,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
621,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
622,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
623,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
624,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
625,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
626,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
627,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
628,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
629,99.56%,99.38%,98.98%,99.44%,99.4%,99.66000000000001%,,
630,99.56%,99.38%,98.98%,99.44%,99.42%,99.66000000000001%,,
631,99.56%,99.4%,98.98%,99.44%,99.42%,99.66000000000001%,,
632,99.56%,99.4%,99.0%,99.44%,99.42%,99.66000000000001%,,
633,99.56%,99.4%,99.0%,99.44%,99.42%,99.66000000000001%,,
634,99.58%,99.4%,99.0%,99.44%,99.42%,99.66000000000001%,,
635,99.58%,99.42%,99.0%,99.46000000000001%,99.42%,99.66000000000001%,,
636,99.58%,99.42%,99.0%,99.46000000000001%,99.42%,99.66000000000001%,,
637,99.58%,99.42%,99.0%,99.46000000000001%,99.42%,99.66000000000001%,,
638,99.58%,99.42%,99.0%,99.46000000000001%,99.42%,99.66000000000001%,,
639,99.58%,99.42%,99.0%,99.46000000000001%,99.42%,99.66000000000001%,,
640,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.7%,,
641,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.7%,,
642,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.7%,,
643,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.7%,,
644,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.7%,,
645,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.7%,,
646,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.72%,,
647,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.72%,,
648,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.72%,,
649,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.72%,,
650,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.72%,,
651,99.58%,99.42%,99.02%,99.46000000000001%,99.42%,99.72%,,
652,99.58%,99.42%,99.02%,99.48%,99.42%,99.72%,,
653,99.58%,99.42%,99.02%,99.48%,99.42%,99.72%,,
654,99.58%,99.42%,99.02%,99.48%,99.42%,99.72%,,
655,99.58%,99.42%,99.02%,99.48%,99.42%,99.72%,,
656,99.58%,99.42%,99.02%,99.48%,99.42%,99.72%,,
657,99.58%,99.42%,99.02%,99.48%,99.42%,99.72%,,
